pakketnummer,gebied,item,soort,aantal_per_pakket,groep,volgorde
2.1p,KAS,Ficus Carica - P9,,1.0,Mediterrane:,9
2.2,KAS,Ficus Carica - P9,,2.0,Mediterrane:,9
2.2p,KAS,Ficus Carica - P9,,2.0,Mediterrane:,9
2.6,KAS,Ficus Carica - P9,,4.0,Mediterrane:,9
2.6p,KAS,Ficus Carica - P9,,4.0,Mediterrane:,9
2.7,KAS,Ficus Carica - P9,,4.0,Mediterrane:,9
2.7p,KAS,Ficus Carica - P9,,4.0,Mediterrane:,9
2.8,KAS,Ficus Carica - P9,,1.0,Mediterrane:,9
2.8p,KAS,Ficus Carica - P9,,1.0,Mediterrane:,9
2.9,KAS,Ficus Carica - P9,,2.0,Mediterrane:,9
2.9p,KAS,Ficus Carica - P9,,2.0,Mediterrane:,9
2.1,KAS,Olea Europaea - P9,,1.0,Mediterrane:,10
2.1p,KAS,Olea Europaea - P9,,1.0,Mediterrane:,10
2.2,KAS,Olea Europaea - P9,,2.0,Mediterrane:,10
2.2p,KAS,Olea Europaea - P9,,2.0,Mediterrane:,10
2.3,KAS,Olea Europaea - P9,,4.0,Mediterrane:,10
2.3p,KAS,Olea Europaea - P9,,4.0,Mediterrane:,10
2.4,KAS,Olea Europaea - P9,,8.0,Mediterrane:,10
2.4p,KAS,Olea Europaea - P9,,8.0,Mediterrane:,10
2.7,KAS,Olea Europaea - P9,,4.0,Mediterrane:,10
2.7p,KAS,Olea Europaea - P9,,4.0,Mediterrane:,10
2.8,KAS,Olea Europaea - P9,,1.0,Mediterrane:,10
2.8p,KAS,Olea Europaea - P9,,1.0,Mediterrane:,10
2.9,KAS,Olea Europaea - P9,,2.0,Mediterrane:,10
2.9p,KAS,Olea Europaea - P9,,2.0,Mediterrane:,10
2.8,KAS,Nerium Oleander Roze - P9,,1.0,Mediterrane:,11
2.8p,KAS,Nerium Oleander Roze - P9,,1.0,Mediterrane:,11
2.9,KAS,Nerium Oleander Roze - P9,,2.0,Mediterrane:,11
2.9p,KAS,Nerium Oleander Roze - P9,,2.0,Mediterrane:,11
101.6,KAS,Nerium Oleander Roze - P9,,2.0,Mediterrane:,11
101.6p,KAS,Nerium Oleander Roze - P9,,2.0,Mediterrane:,11
101.7,KAS,Nerium Oleander Roze - P9,,4.0,Mediterrane:,11
101.7p,KAS,Nerium Oleander Roze - P9,,4.0,Mediterrane:,11
101.6,KAS,Nerium Oleander Wit - P9,,2.0,Mediterrane:,12
101.6p,KAS,Nerium Oleander Wit - P9,,2.0,Mediterrane:,12
101.7,KAS,Nerium Oleander Wit - P9,,4.0,Mediterrane:,12
101.7p,KAS,Nerium Oleander Wit - P9,,4.0,Mediterrane:,12
105.0,KAS,Calliandra surinamensis 'Dixie Pink' - P9,,2.0,Mediterrane:,13
105.0p,KAS,Calliandra surinamensis 'Dixie Pink' - P9,,2.0,Mediterrane:,13
105.1,KAS,Calliandra surinamensis 'Dixie Pink' - P9,,3.0,Mediterrane:,13
105.1p,KAS,Calliandra surinamensis 'Dixie Pink' - P9,,3.0,Mediterrane:,13
105.2,KAS,Calliandra surinamensis 'Dixie Pink' - P9,,6.0,Mediterrane:,13
105.2p,KAS,Calliandra surinamensis 'Dixie Pink' - P9,,6.0,Mediterrane:,13
106.0,KAS,Citrus trifoliata - P9,,2.0,Mediterrane:,14
106.0p,KAS,Citrus trifoliata - P9,,2.0,Mediterrane:,14
106.1,KAS,Citrus trifoliata - P9,,3.0,Mediterrane:,14
106.1p,KAS,Citrus trifoliata - P9,,3.0,Mediterrane:,14
106.2,KAS,Citrus trifoliata - P9,,6.0,Mediterrane:,14
106.2p,KAS,Citrus trifoliata - P9,,6.0,Mediterrane:,14
264.1,KAS,Ficus carica 'Brown Turkey' - P17,,1.0,Mediterrane:,16
264.1p,KAS,Ficus carica 'Brown Turkey' - P17,,1.0,Mediterrane:,16
264.2,KAS,Ficus carica 'Brown Turkey' - P17,,2.0,Mediterrane:,16
264.2p,KAS,Ficus carica 'Brown Turkey' - P17,,2.0,Mediterrane:,16
100.5,KAS,Olijfboom winterhard struik,,1.0,Mediterrane:,18
100.5p,KAS,Olijfboom winterhard struik,,1.0,Mediterrane:,18
100.6,KAS,Olijfboom winterhard struik,,2.0,Mediterrane:,18
100.6p,KAS,Olijfboom winterhard struik,,2.0,Mediterrane:,18
100.3,KAS,Olijfboom winterhard op stam medium,,1.0,Mediterrane:,19
100.3p,KAS,Olijfboom winterhard op stam medium,,1.0,Mediterrane:,19
100.4,KAS,Olijfboom winterhard op stam medium,,2.0,Mediterrane:,19
100.4p,KAS,Olijfboom winterhard op stam medium,,2.0,Mediterrane:,19
161.0,KAS,Olea europaea 1/2 stam 80 cm ,(Breukers),1.0,Mediterrane:,20
161.0p,KAS,Olea europaea 1/2 stam 80 cm ,(Breukers),1.0,Mediterrane:,20
161.1,KAS,Olea europaea 1/2 stam 80 cm ,(Breukers),2.0,Mediterrane:,20
161.1p,KAS,Olea europaea 1/2 stam 80 cm ,(Breukers),2.0,Mediterrane:,20
161.2,KAS,Olea europaea 1/2 stam 80 cm ,(Breukers),4.0,Mediterrane:,20
161.2p,KAS,Olea europaea 1/2 stam 80 cm ,(Breukers),4.0,Mediterrane:,20
100.1,KAS,Olijfboom winterhard op stam XXL,,1.0,Mediterrane:,21
100.1p,KAS,Olijfboom winterhard op stam XXL,,1.0,Mediterrane:,21
100.2,KAS,Olijfboom winterhard op stam XXL,,2.0,Mediterrane:,21
100.2p,KAS,Olijfboom winterhard op stam XXL,,2.0,Mediterrane:,21
150.1,KAS,Chamaerops humilis medium,,1.0,Tropische planten:,36
150.1p,KAS,Chamaerops humilis medium,,1.0,Tropische planten:,36
150.2,KAS,Chamaerops humilis medium,,2.0,Tropische planten:,36
150.2p,KAS,Chamaerops humilis medium,,2.0,Tropische planten:,36
160.1,KAS,Chamaerops humilis medium,,1.0,Tropische planten:,36
160.1p,KAS,Chamaerops humilis medium,,1.0,Tropische planten:,36
150.3,KAS,Chamaerops humilis large,,1.0,Tropische planten:,37
150.3p,KAS,Chamaerops humilis large,,1.0,Tropische planten:,37
150.4,KAS,Chamaerops humilis large,,2.0,Tropische planten:,37
150.4p,KAS,Chamaerops humilis large,,2.0,Tropische planten:,37
151.1,KAS,Phoenix canariensis medium,,1.0,Tropische planten:,38
151.1p,KAS,Phoenix canariensis medium,,1.0,Tropische planten:,38
151.2,KAS,Phoenix canariensis medium,,2.0,Tropische planten:,38
151.2p,KAS,Phoenix canariensis medium,,2.0,Tropische planten:,38
160.1,KAS,Phoenix canariensis medium,,1.0,Tropische planten:,38
160.1p,KAS,Phoenix canariensis medium,,1.0,Tropische planten:,38
151.3,KAS,Phoenix canariensis large,,1.0,Tropische planten:,39
151.3p,KAS,Phoenix canariensis large,,1.0,Tropische planten:,39
151.4,KAS,Phoenix canariensis large,,2.0,Tropische planten:,39
151.4p,KAS,Phoenix canariensis large,,2.0,Tropische planten:,39
152.1,KAS,Trachycarpus fortunei medium,,1.0,Tropische planten:,40
152.1p,KAS,Trachycarpus fortunei medium,,1.0,Tropische planten:,40
152.2,KAS,Trachycarpus fortunei medium,,2.0,Tropische planten:,40
152.2p,KAS,Trachycarpus fortunei medium,,2.0,Tropische planten:,40
160.1,KAS,Trachycarpus fortunei medium,,1.0,Tropische planten:,40
160.1p,KAS,Trachycarpus fortunei medium,,1.0,Tropische planten:,40
152.3,KAS,Trachycarpus fortunei large,,1.0,Tropische planten:,41
152.3p,KAS,Trachycarpus fortunei large,,1.0,Tropische planten:,41
152.4,KAS,Trachycarpus fortunei large,,2.0,Tropische planten:,41
152.4p,KAS,Trachycarpus fortunei large,,2.0,Tropische planten:,41
153.1,KAS,Washingtonia robusta medium,,1.0,Tropische planten:,42
153.1p,KAS,Washingtonia robusta medium,,1.0,Tropische planten:,42
153.2,KAS,Washingtonia robusta medium,,2.0,Tropische planten:,42
153.2p,KAS,Washingtonia robusta medium,,2.0,Tropische planten:,42
160.1,KAS,Washingtonia robusta medium,,1.0,Tropische planten:,42
160.1p,KAS,Washingtonia robusta medium,,1.0,Tropische planten:,42
153.3,KAS,Washingtonia robusta large,,1.0,Tropische planten:,43
153.3p,KAS,Washingtonia robusta large,,1.0,Tropische planten:,43
153.4,KAS,Washingtonia robusta large,,2.0,Tropische planten:,43
153.4p,KAS,Washingtonia robusta large,,2.0,Tropische planten:,43
103.1,KAS,Asimina triloba – Pawpaw / Indianenbanaan - P9,,1.0,Tropische planten:,45
103.1p,KAS,Asimina triloba – Pawpaw / Indianenbanaan - P9,,1.0,Tropische planten:,45
3.1,KAS,Magnolia Soulangeana,,1.0,Magnolia:,49
3.1p,KAS,Magnolia Soulangeana,,1.0,Magnolia:,49
3.2,KAS,Magnolia Soulangeana,,2.0,Magnolia:,49
3.2p,KAS,Magnolia Soulangeana,,2.0,Magnolia:,49
3.3,KAS,Magnolia Soulangeana,,3.0,Magnolia:,49
3.3p,KAS,Magnolia Soulangeana,,3.0,Magnolia:,49
3.6,KAS,Magnolia Soulangeana,,6.0,Magnolia:,49
3.6p,KAS,Magnolia Soulangeana,,6.0,Magnolia:,49
3.1,KAS,Magnolia Stellata,,1.0,Magnolia:,50
3.1p,KAS,Magnolia Stellata,,1.0,Magnolia:,50
3.2,KAS,Magnolia Stellata,,2.0,Magnolia:,50
3.2p,KAS,Magnolia Stellata,,2.0,Magnolia:,50
3.5,KAS,Magnolia Stellata,,3.0,Magnolia:,50
3.5p,KAS,Magnolia Stellata,,3.0,Magnolia:,50
3.8,KAS,Magnolia Stellata,,6.0,Magnolia:,50
3.8p,KAS,Magnolia Stellata,,6.0,Magnolia:,50
3.1,KAS,Magnolia Susan,,1.0,Magnolia:,51
3.1p,KAS,Magnolia Susan,,1.0,Magnolia:,51
3.2,KAS,Magnolia Susan,,2.0,Magnolia:,51
3.2p,KAS,Magnolia Susan,,2.0,Magnolia:,51
3.4,KAS,Magnolia Susan,,3.0,Magnolia:,51
3.4p,KAS,Magnolia Susan,,3.0,Magnolia:,51
3.7,KAS,Magnolia Susan,,6.0,Magnolia:,51
3.7p,KAS,Magnolia Susan,,6.0,Magnolia:,51
13.1,KAS,Buddleja Davidii,,3.0,Buddleja:,54
13.1p,KAS,Buddleja Davidii,,3.0,Buddleja:,54
13.2,KAS,Buddleja Davidii,,6.0,Buddleja:,54
13.2p,KAS,Buddleja Davidii,,6.0,Buddleja:,54
13.7,KAS,Buddleja Davidii,,2.0,Buddleja:,54
13.7p,KAS,Buddleja Davidii,,2.0,Buddleja:,54
13.6,KAS,Buddleja dav. 'Black Knight',,3.0,Buddleja:,55
13.6p,KAS,Buddleja dav. 'Black Knight',,3.0,Buddleja:,55
13.5,KAS,Buddleja dav. 'Pink Delight',,3.0,Buddleja:,56
13.5p,KAS,Buddleja dav. 'Pink Delight',,3.0,Buddleja:,56
13.7,KAS,Buddleja dav. 'Pink Delight',,2.0,Buddleja:,56
13.7p,KAS,Buddleja dav. 'Pink Delight',,2.0,Buddleja:,56
13.3,KAS,Buddleja dav. 'Royal Red',,3.0,Buddleja:,57
13.3p,KAS,Buddleja dav. 'Royal Red',,3.0,Buddleja:,57
13.7,KAS,Buddleja dav. 'Royal Red',,2.0,Buddleja:,57
13.7p,KAS,Buddleja dav. 'Royal Red',,2.0,Buddleja:,57
13.4,KAS,Buddleja dav. 'White Profusion',,3.0,Buddleja:,58
13.4p,KAS,Buddleja dav. 'White Profusion',,3.0,Buddleja:,58
13.7,KAS,Buddleja dav. 'White Profusion',,2.0,Buddleja:,58
13.7p,KAS,Buddleja dav. 'White Profusion',,2.0,Buddleja:,58
330.1,KAS,Buddleja Butterfly Candy® 'Little Magenta' (P19),,1.0,Buddleja:,60
330.1p,KAS,Buddleja Butterfly Candy® 'Little Magenta' (P19),,1.0,Buddleja:,60
330.2,KAS,Buddleja Butterfly Candy® 'Little Magenta' (P19),,2.0,Buddleja:,60
330.2p,KAS,Buddleja Butterfly Candy® 'Little Magenta' (P19),,2.0,Buddleja:,60
331.1,KAS,Buddleja Butterfly Candy® 'Little Pink' (P19),,1.0,Buddleja:,61
331.1p,KAS,Buddleja Butterfly Candy® 'Little Pink' (P19),,1.0,Buddleja:,61
331.2,KAS,Buddleja Butterfly Candy® 'Little Pink' (P19),,2.0,Buddleja:,61
331.2p,KAS,Buddleja Butterfly Candy® 'Little Pink' (P19),,2.0,Buddleja:,61
332.1,KAS,Buddleja Butterfly Candy® 'Little Ruby' (P19),,1.0,Buddleja:,62
332.1p,KAS,Buddleja Butterfly Candy® 'Little Ruby' (P19),,1.0,Buddleja:,62
332.2,KAS,Buddleja Butterfly Candy® 'Little Ruby' (P19),,2.0,Buddleja:,62
332.2p,KAS,Buddleja Butterfly Candy® 'Little Ruby' (P19),,2.0,Buddleja:,62
333.1,KAS,Buddleja Butterfly Candy® 'Little White' (P19),,1.0,Buddleja:,63
333.1p,KAS,Buddleja Butterfly Candy® 'Little White' (P19),,1.0,Buddleja:,63
333.2,KAS,Buddleja Butterfly Candy® 'Little White' (P19),,2.0,Buddleja:,63
333.2p,KAS,Buddleja Butterfly Candy® 'Little White' (P19),,2.0,Buddleja:,63
4.0,KAS,Clematis montana 'Rubens',,3.0,Klimplanten:,66
4.0p,KAS,Clematis montana 'Rubens',,3.0,Klimplanten:,66
4.3,KAS,Clematis montana 'Rubens',,1.0,Klimplanten:,66
4.3p,KAS,Clematis montana 'Rubens',,1.0,Klimplanten:,66
35.1,KAS,Clematis montana 'Rubens',,2.0,Klimplanten:,66
35.1p,KAS,Clematis montana 'Rubens',,2.0,Klimplanten:,66
4.1,KAS,Clematis montana 'Wilsonii',,3.0,Klimplanten:,67
4.1p,KAS,Clematis montana 'Wilsonii',,3.0,Klimplanten:,67
4.3,KAS,Clematis montana 'Wilsonii',,1.0,Klimplanten:,67
4.3p,KAS,Clematis montana 'Wilsonii',,1.0,Klimplanten:,67
4.2,KAS,Clematis montana 'Mayleen',,3.0,Klimplanten:,68
4.2p,KAS,Clematis montana 'Mayleen',,3.0,Klimplanten:,68
4.3,KAS,Clematis montana 'Mayleen',,1.0,Klimplanten:,68
4.3p,KAS,Clematis montana 'Mayleen',,1.0,Klimplanten:,68
33.1,KAS,Lonicera per.'Belgica' - P9,,3.0,Klimplanten:,69
33.1p,KAS,Lonicera per.'Belgica' - P9,,3.0,Klimplanten:,69
33.2,KAS,Lonicera per.'Belgica' - P9,,6.0,Klimplanten:,69
33.2p,KAS,Lonicera per.'Belgica' - P9,,6.0,Klimplanten:,69
35.1,KAS,Lonicera per.'Belgica' - P9,,2.0,Klimplanten:,69
35.1p,KAS,Lonicera per.'Belgica' - P9,,2.0,Klimplanten:,69
34.1,KAS,Parthenocissus quin. 'Engelmannii' - P9,,3.0,Klimplanten:,70
34.1p,KAS,Parthenocissus quin. 'Engelmannii' - P9,,3.0,Klimplanten:,70
34.2,KAS,Parthenocissus quin. 'Engelmannii' - P9,,6.0,Klimplanten:,70
34.2p,KAS,Parthenocissus quin. 'Engelmannii' - P9,,6.0,Klimplanten:,70
35.1,KAS,Parthenocissus quin. 'Engelmannii' - P9,,2.0,Klimplanten:,70
35.1p,KAS,Parthenocissus quin. 'Engelmannii' - P9,,2.0,Klimplanten:,70
37.0,KAS,Thunbergia oranje - P9,,2.0,Klimplanten:,71
37.0p,KAS,Thunbergia oranje - P9,,2.0,Klimplanten:,71
249.1,KAS,Trachelospermum jasminoides P9 Wit,,3.0,Klimplanten:,73
249.1p,KAS,Trachelospermum jasminoides P9 Wit,,3.0,Klimplanten:,73
249.0,KAS,Trachelospermum jasminoides P9 Wit,,2.0,Klimplanten:,73
249.0p,KAS,Trachelospermum jasminoides P9 Wit,,2.0,Klimplanten:,73
249.2,KAS,Trachelospermum jasminoides P9 Wit,,6.0,Klimplanten:,73
249.2p,KAS,Trachelospermum jasminoides P9 Wit,,6.0,Klimplanten:,73
249.3,KAS,Trachelospermum jasminoides P9 Roze,,3.0,Klimplanten:,74
249.3p,KAS,Trachelospermum jasminoides P9 Roze,,3.0,Klimplanten:,74
249.4,KAS,Trachelospermum jasminoides P9 Roze,,6.0,Klimplanten:,74
249.4p,KAS,Trachelospermum jasminoides P9 Roze,,6.0,Klimplanten:,74
250.1,KAS,Trachelospermum jasminoides XXL P17  (wit),,1.0,Klimplanten:,76
250.1p,KAS,Trachelospermum jasminoides XXL P17  (wit),,1.0,Klimplanten:,76
250.2,KAS,Trachelospermum jasminoides XXL P17  (wit),,2.0,Klimplanten:,76
250.2p,KAS,Trachelospermum jasminoides XXL P17  (wit),,2.0,Klimplanten:,76
251.1,KAS,Trachelospermum jasminoides XXL P17 (roze),,1.0,Klimplanten:,77
251.1p,KAS,Trachelospermum jasminoides XXL P17 (roze),,1.0,Klimplanten:,77
251.2,KAS,Trachelospermum jasminoides XXL P17 (roze),,2.0,Klimplanten:,77
251.2p,KAS,Trachelospermum jasminoides XXL P17 (roze),,2.0,Klimplanten:,77
252.1,KAS,Trachelospermum jasminoides XXL P17 (geel),,1.0,Klimplanten:,78
252.1p,KAS,Trachelospermum jasminoides XXL P17 (geel),,1.0,Klimplanten:,78
252.2,KAS,Trachelospermum jasminoides XXL P17 (geel),,2.0,Klimplanten:,78
252.2p,KAS,Trachelospermum jasminoides XXL P17 (geel),,2.0,Klimplanten:,78
263.1,KAS,Bougainvillea glabra 'Alexandra' paars op rek,,1.0,Klimplanten:,80
263.1p,KAS,Bougainvillea glabra 'Alexandra' paars op rek,,1.0,Klimplanten:,80
263.2,KAS,Bougainvillea glabra 'Alexandra' paars op rek,,2.0,Klimplanten:,80
263.2p,KAS,Bougainvillea glabra 'Alexandra' paars op rek,,2.0,Klimplanten:,80
253.1,KAS,Ceanothus thyrsiflorus 'Repens' XL P17 Pyramide ,,1.0,Klimplanten:,82
253.1p,KAS,Ceanothus thyrsiflorus 'Repens' XL P17 Pyramide ,,1.0,Klimplanten:,82
253.2,KAS,Ceanothus thyrsiflorus 'Repens' XL P17 Pyramide ,,2.0,Klimplanten:,82
253.2p,KAS,Ceanothus thyrsiflorus 'Repens' XL P17 Pyramide ,,2.0,Klimplanten:,82
254.1,KAS,Campsis radicans 'Flava' XXL P17 (geel),,1.0,Klimplanten:,84
254.1p,KAS,Campsis radicans 'Flava' XXL P17 (geel),,1.0,Klimplanten:,84
254.2,KAS,Campsis radicans 'Flava' XXL P17 (geel),,2.0,Klimplanten:,84
254.2p,KAS,Campsis radicans 'Flava' XXL P17 (geel),,2.0,Klimplanten:,84
255.1,KAS,Campsis radicans  XXL P17 (oranje),,1.0,Klimplanten:,85
255.1p,KAS,Campsis radicans  XXL P17 (oranje),,1.0,Klimplanten:,85
255.2,KAS,Campsis radicans  XXL P17 (oranje),,2.0,Klimplanten:,85
255.2p,KAS,Campsis radicans  XXL P17 (oranje),,2.0,Klimplanten:,85
256.1,KAS,Campsis tagliabuana 'Madame Galen' XXL P17 (rood),,1.0,Klimplanten:,86
256.1p,KAS,Campsis tagliabuana 'Madame Galen' XXL P17 (rood),,1.0,Klimplanten:,86
256.2,KAS,Campsis tagliabuana 'Madame Galen' XXL P17 (rood),,2.0,Klimplanten:,86
256.2p,KAS,Campsis tagliabuana 'Madame Galen' XXL P17 (rood),,2.0,Klimplanten:,86
257.1,KAS,Lonicera henryi 'Copper Beauty' XXL P17 (geel),,1.0,Klimplanten:,88
257.1p,KAS,Lonicera henryi 'Copper Beauty' XXL P17 (geel),,1.0,Klimplanten:,88
257.2,KAS,Lonicera henryi 'Copper Beauty' XXL P17 (geel),,2.0,Klimplanten:,88
257.2p,KAS,Lonicera henryi 'Copper Beauty' XXL P17 (geel),,2.0,Klimplanten:,88
258.1,KAS,Lonicera heckrottii 'American Beauty' XXL P17 (rood/geel),,1.0,Klimplanten:,89
258.1p,KAS,Lonicera heckrottii 'American Beauty' XXL P17 (rood/geel),,1.0,Klimplanten:,89
258.2,KAS,Lonicera heckrottii 'American Beauty' XXL P17 (rood/geel),,2.0,Klimplanten:,89
258.2p,KAS,Lonicera heckrottii 'American Beauty' XXL P17 (rood/geel),,2.0,Klimplanten:,89
260.1,KAS,Passiflora caerulea  XXL P17 (blauw),,1.0,Klimplanten:,91
260.1p,KAS,Passiflora caerulea  XXL P17 (blauw),,1.0,Klimplanten:,91
260.2,KAS,Passiflora caerulea  XXL P17 (blauw),,2.0,Klimplanten:,91
260.2p,KAS,Passiflora caerulea  XXL P17 (blauw),,2.0,Klimplanten:,91
261.1,KAS,Passiflora caerulea 'Victoria' XXL P17 (roze/paars),,1.0,Klimplanten:,92
261.1p,KAS,Passiflora caerulea 'Victoria' XXL P17 (roze/paars),,1.0,Klimplanten:,92
261.2,KAS,Passiflora caerulea 'Victoria' XXL P17 (roze/paars),,2.0,Klimplanten:,92
261.2p,KAS,Passiflora caerulea 'Victoria' XXL P17 (roze/paars),,2.0,Klimplanten:,92
262.1,KAS,Passiflora caerulea 'Constance Elliot' XXL P17 (wit),,1.0,Klimplanten:,93
262.1p,KAS,Passiflora caerulea 'Constance Elliot' XXL P17 (wit),,1.0,Klimplanten:,93
262.2,KAS,Passiflora caerulea 'Constance Elliot' XXL P17 (wit),,2.0,Klimplanten:,93
262.2p,KAS,Passiflora caerulea 'Constance Elliot' XXL P17 (wit),,2.0,Klimplanten:,93
230.1,KAS,Cotoneaster dammeri ,,8.0,Bodembedekkers:,96
230.1p,KAS,Cotoneaster dammeri ,,8.0,Bodembedekkers:,96
231.1,KAS,Lonicera nitida ,,8.0,Bodembedekkers:,97
231.1p,KAS,Lonicera nitida ,,8.0,Bodembedekkers:,97
232.1,KAS,Vinca minor (lila),,8.0,Bodembedekkers:,98
232.1p,KAS,Vinca minor (lila),,8.0,Bodembedekkers:,98
233.1,KAS,Vinca minor 'Albus' (wit) ,,8.0,Bodembedekkers:,99
233.1p,KAS,Vinca minor 'Albus' (wit) ,,8.0,Bodembedekkers:,99
237.1,KAS,Geranium 'Rozanne',,7.0,Bodembedekkers:,100
237.1p,KAS,Geranium 'Rozanne',,7.0,Bodembedekkers:,100
237.0,KAS,Geranium 'Rozanne',,3.0,Bodembedekkers:,100
237.0p,KAS,Geranium 'Rozanne',,3.0,Bodembedekkers:,100
234.1,KAS,Pachysandra terminalis ,,8.0,Bodembedekkers:,101
234.1p,KAS,Pachysandra terminalis ,,8.0,Bodembedekkers:,101
235.1,KAS,Hedera hibernica ,,8.0,Bodembedekkers:,102
235.1p,KAS,Hedera hibernica ,,8.0,Bodembedekkers:,102
236.1,KAS,Lavandula angustifolia 'Hidcote' ,,8.0,Bodembedekkers:,103
236.1p,KAS,Lavandula angustifolia 'Hidcote' ,,8.0,Bodembedekkers:,103
236.0,KAS,Lavandula angustifolia 'Hidcote' ,,4.0,Bodembedekkers:,103
236.0p,KAS,Lavandula angustifolia 'Hidcote' ,,4.0,Bodembedekkers:,103
6.1,KAS,Camellia Rood,,1.0,Camellia:,106
6.1p,KAS,Camellia Rood,,1.0,Camellia:,106
6.2,KAS,Camellia Rood,,2.0,Camellia:,106
6.2p,KAS,Camellia Rood,,2.0,Camellia:,106
6.3,KAS,Camellia Rood,,3.0,Camellia:,106
6.3p,KAS,Camellia Rood,,3.0,Camellia:,106
6.1,KAS,Camellia Roze,,1.0,Camellia:,107
6.1p,KAS,Camellia Roze,,1.0,Camellia:,107
6.2,KAS,Camellia Roze,,2.0,Camellia:,107
6.2p,KAS,Camellia Roze,,2.0,Camellia:,107
6.4,KAS,Camellia Roze,,3.0,Camellia:,107
6.4p,KAS,Camellia Roze,,3.0,Camellia:,107
6.1,KAS,Camellia Wit,,1.0,Camellia:,108
6.1p,KAS,Camellia Wit,,1.0,Camellia:,108
6.2,KAS,Camellia Wit,,2.0,Camellia:,108
6.2p,KAS,Camellia Wit,,2.0,Camellia:,108
6.5,KAS,Camellia Wit,,3.0,Camellia:,108
6.5p,KAS,Camellia Wit,,3.0,Camellia:,108
40.3,KAS,Camellia XL Rood,,1.0,Camellia XL:,111
40.3p,KAS,Camellia XL Rood,,1.0,Camellia XL:,111
40.4,KAS,Camellia XL Rood,,2.0,Camellia XL:,111
40.4p,KAS,Camellia XL Rood,,2.0,Camellia XL:,111
40.1,KAS,Camellia XL Roze,,1.0,Camellia XL:,112
40.1p,KAS,Camellia XL Roze,,1.0,Camellia XL:,112
40.2,KAS,Camellia XL Roze,,2.0,Camellia XL:,112
40.2p,KAS,Camellia XL Roze,,2.0,Camellia XL:,112
40.5,KAS,Camellia XL Wit,,1.0,Camellia XL:,113
40.5p,KAS,Camellia XL Wit,,1.0,Camellia XL:,113
40.6,KAS,Camellia XL Wit,,2.0,Camellia XL:,113
40.6p,KAS,Camellia XL Wit,,2.0,Camellia XL:,113
40.7,KAS,Camellia XL Tricolor,,1.0,Camellia XL:,114
40.7p,KAS,Camellia XL Tricolor,,1.0,Camellia XL:,114
40.8,KAS,Camellia XL Tricolor,,2.0,Camellia XL:,114
40.8p,KAS,Camellia XL Tricolor,,2.0,Camellia XL:,114
T001,KAS,Camellia japonica P19 Roze,,1.0,Camellia P19:,117
T001p,KAS,Camellia japonica P19 Roze,,1.0,Camellia P19:,117
T002,KAS,Camellia japonica P19 Roze,,2.0,Camellia P19:,117
T002p,KAS,Camellia japonica P19 Roze,,2.0,Camellia P19:,117
T005,KAS,Camellia japonica P19 Roze,,1.0,Camellia P19:,117
T005p,KAS,Camellia japonica P19 Roze,,1.0,Camellia P19:,117
T003,KAS,Camellia japonica P19 Wit,,1.0,Camellia P19:,118
T003p,KAS,Camellia japonica P19 Wit,,1.0,Camellia P19:,118
T004,KAS,Camellia japonica P19 Wit,,2.0,Camellia P19:,118
T004p,KAS,Camellia japonica P19 Wit,,2.0,Camellia P19:,118
T005,KAS,Camellia japonica P19 Wit,,1.0,Camellia P19:,118
T005p,KAS,Camellia japonica P19 Wit,,1.0,Camellia P19:,118
274.1,KAS,"Acer palm. 'Atropurpureum' (P10,5)",,1.0,Acers:,121
274.1p,KAS,"Acer palm. 'Atropurpureum' (P10,5)",,1.0,Acers:,121
274.2,KAS,"Acer palm. 'Atropurpureum' (P10,5)",,2.0,Acers:,121
274.2p,KAS,"Acer palm. 'Atropurpureum' (P10,5)",,2.0,Acers:,121
274.1,KAS,"Acer palm. 'Butterfly' (P10,5)",,1.0,Acers:,122
274.1p,KAS,"Acer palm. 'Butterfly' (P10,5)",,1.0,Acers:,122
274.3,KAS,"Acer palm. 'Butterfly' (P10,5)",,2.0,Acers:,122
274.3p,KAS,"Acer palm. 'Butterfly' (P10,5)",,2.0,Acers:,122
274.1,KAS,"Acer palm. 'Going Green' (P10,5)",,1.0,Acers:,123
274.1p,KAS,"Acer palm. 'Going Green' (P10,5)",,1.0,Acers:,123
274.4,KAS,"Acer palm. 'Going Green' (P10,5)",,2.0,Acers:,123
274.4p,KAS,"Acer palm. 'Going Green' (P10,5)",,2.0,Acers:,123
274.1,KAS,"Acer palm. 'Orange Dream' (P10,5)",,1.0,Acers:,124
274.1p,KAS,"Acer palm. 'Orange Dream' (P10,5)",,1.0,Acers:,124
274.5,KAS,"Acer palm. 'Orange Dream' (P10,5)",,2.0,Acers:,124
274.5p,KAS,"Acer palm. 'Orange Dream' (P10,5)",,2.0,Acers:,124
290.1,KAS,Acer palm. 'Atropurpureum' (P15),,1.0,Acers:,126
290.1p,KAS,Acer palm. 'Atropurpureum' (P15),,1.0,Acers:,126
290.2,KAS,Acer palm. 'Atropurpureum' (P15),,2.0,Acers:,126
290.2p,KAS,Acer palm. 'Atropurpureum' (P15),,2.0,Acers:,126
291.1,KAS,Acer palm. 'Butterfly' (P15),,1.0,Acers:,127
291.1p,KAS,Acer palm. 'Butterfly' (P15),,1.0,Acers:,127
291.2,KAS,Acer palm. 'Butterfly' (P15),,2.0,Acers:,127
